Date,Product_ID,Location,Demand,Price,Promotion,Stock_Level,Day_of_Week,Is_Holiday
2034-11-06,A123,Munich,103,10.5,No,172,Monday,No
2034-11-07,B234,Hamburg,106,9.59,Yes,73,Tuesday,No
2034-11-08,C345,Berlin,112,10.21,No,260,Wednesday,No
2034-11-09,A123,Hamburg,95,8.74,No,246,Thursday,No
2034-11-10,B234,Hamburg,109,9.69,No,251,Friday,No
2034-11-11,C345,Berlin,96,9.27,No,153,Saturday,No
2034-11-12,A123,Munich,102,10.23,Yes,281,Sunday,No
2034-11-13,B234,Berlin,93,9.75,Yes,212,Monday,No
2034-11-14,C345,Berlin,98,8.75,No,158,Tuesday,No
2034-11-15,A123,Berlin,95,10.46,No,157,Wednesday,No
2034-11-16,B234,Munich,96,10.39,No,180,Thursday,No
2034-11-17,C345,Berlin,100,10.96,No,123,Friday,No
2034-11-18,A123,Berlin,92,9.77,No,268,Saturday,No
2034-11-19,B234,Berlin,82,9.48,No,61,Sunday,No
2034-11-20,C345,Hamburg,97,9.21,No,148,Monday,No
2034-11-21,A123,Munich,95,10.39,No,211,Tuesday,No
2034-11-22,B234,Hamburg,83,10.4,Yes,163,Wednesday,No
2034-11-23,C345,Munich,92,9.49,No,193,Thursday,No
2034-11-24,A123,Munich,97,9.83,No,50,Friday,No
2034-11-25,B234,Berlin,104,10.31,No,290,Saturday,No
2034-11-26,C345,Munich,90,9.97,Yes,133,Sunday,No
2034-11-27,A123,Berlin,129,10.06,Yes,173,Monday,No
2034-11-28,B234,Hamburg,81,11.41,Yes,173,Tuesday,No
2034-11-29,C345,Berlin,97,8.73,No,200,Wednesday,No
2034-11-30,A123,Hamburg,111,9.67,No,95,Thursday,No
2034-12-01,B234,Berlin,87,11.5,No,240,Friday,No
2034-12-02,C345,Berlin,92,10.27,No,289,Saturday,No
2034-12-03,A123,Hamburg,108,9.16,Yes,107,Sunday,No
2034-12-04,B234,Hamburg,107,10.31,No,220,Monday,No
2034-12-05,C345,Berlin,92,10.31,No,141,Tuesday,No
2034-12-06,A123,Berlin,100,10.96,No,93,Wednesday,No
2034-12-07,B234,Munich,114,10.81,No,238,Thursday,No
2034-12-08,C345,Berlin,87,9.32,No,137,Friday,No
2034-12-09,A123,Berlin,94,10.12,Yes,57,Saturday,No
2034-12-10,B234,Munich,110,10.58,No,256,Sunday,No
2034-12-11,C345,Munich,100,9.22,No,257,Monday,No
2034-12-12,A123,Hamburg,109,10.06,No,72,Tuesday,No
2034-12-13,B234,Munich,92,8.34,No,53,Wednesday,No
2034-12-14,C345,Hamburg,109,10.16,No,211,Thursday,No
2034-12-15,A123,Munich,97,10.2,Yes,129,Friday,No
2034-12-16,B234,Hamburg,89,9.57,No,139,Saturday,No
2034-12-17,C345,Hamburg,110,10.86,Yes,296,Sunday,No
2034-12-18,A123,Hamburg,99,11.03,No,233,Monday,No
2034-12-19,B234,Munich,89,9.04,No,123,Tuesday,No
2034-12-20,C345,Hamburg,97,11.1,No,115,Wednesday,No
2034-12-21,A123,Munich,109,10.06,No,219,Thursday,No
2034-12-22,B234,Hamburg,92,9.21,Yes,249,Friday,No
2034-12-23,C345,Hamburg,88,11.27,No,222,Saturday,No
2034-12-24,A123,Munich,101,10.1,No,152,Sunday,No
2034-12-25,B234,Hamburg,94,8.98,Yes,80,Monday,No
2034-12-26,C345,Hamburg,111,9.33,No,250,Tuesday,No
2034-12-27,A123,Hamburg,105,10.11,No,276,Wednesday,No
2034-12-28,B234,Hamburg,92,10.44,No,142,Thursday,No
2034-12-29,C345,Munich,93,11.04,No,136,Friday,No
2034-12-30,A123,Munich,101,10.4,Yes,254,Saturday,No
2034-12-31,B234,Hamburg,113,8.81,No,282,Sunday,No
2035-01-01,C345,Munich,101,9.43,No,193,Monday,No
2035-01-02,A123,Berlin,97,12.24,No,213,Tuesday,No
2035-01-03,B234,Hamburg,106,11.93,Yes,198,Wednesday,No
2035-01-04,C345,Munich,108,10.25,No,104,Thursday,No
2035-01-05,A123,Berlin,118,10.76,No,115,Friday,No
2035-01-06,B234,Berlin,111,10.44,No,202,Saturday,No
2035-01-07,C345,Berlin,107,11.35,No,259,Sunday,No
2035-01-08,A123,Berlin,100,10.69,Yes,177,Monday,No
2035-01-09,B234,Hamburg,92,10.21,No,86,Tuesday,No
2035-01-10,C345,Munich,93,11.34,No,137,Wednesday,No
2035-01-11,A123,Munich,81,10.42,No,209,Thursday,No
2035-01-12,B234,Berlin,83,9.61,Yes,98,Friday,No
2035-01-13,C345,Hamburg,129,10.78,No,99,Saturday,No
2035-01-14,A123,Munich,93,10.74,No,186,Sunday,No
2035-01-15,B234,Munich,116,9.56,No,72,Monday,No
2035-01-16,C345,Munich,103,11.28,No,135,Tuesday,No
2035-01-17,A123,Munich,116,10.61,No,151,Wednesday,No
2035-01-18,B234,Munich,113,9.97,No,180,Thursday,No
2035-01-19,C345,Berlin,96,10.42,No,240,Friday,No
2035-01-20,A123,Munich,106,11.19,Yes,62,Saturday,No
2035-01-21,B234,Munich,111,10.13,Yes,261,Sunday,No
2035-01-22,C345,Berlin,116,9.72,No,160,Monday,No
2035-01-23,A123,Berlin,88,9.15,Yes,240,Tuesday,No
2035-01-24,B234,Berlin,92,7.76,No,103,Wednesday,No
2035-01-25,C345,Munich,94,9.38,No,130,Thursday,No
2035-01-26,A123,Hamburg,91,9.48,No,203,Friday,No
2035-01-27,B234,Berlin,120,11.86,No,221,Saturday,No
2035-01-28,C345,Munich,121,8.4,No,216,Sunday,No
2035-01-29,A123,Hamburg,83,9.76,No,271,Monday,No
2035-01-30,B234,Hamburg,82,8.53,Yes,69,Tuesday,No
2035-01-31,C345,Berlin,96,9.5,Yes,166,Wednesday,No
2035-02-01,A123,Hamburg,95,12.58,Yes,72,Thursday,No
2035-02-02,B234,Munich,89,8.18,No,251,Friday,No
2035-02-03,C345,Munich,97,9.72,No,252,Saturday,No
2035-02-04,A123,Berlin,104,8.33,Yes,288,Sunday,No
2035-02-05,B234,Berlin,107,10.33,No,142,Monday,No
2035-02-06,C345,Berlin,110,10.98,No,220,Tuesday,No
2035-02-07,A123,Berlin,98,8.34,Yes,85,Wednesday,No
2035-02-08,B234,Munich,97,10.9,No,168,Thursday,No
2035-02-09,C345,Munich,108,11.35,Yes,123,Friday,No
2035-02-10,A123,Munich,94,10.99,No,53,Saturday,No
2035-02-11,B234,Munich,87,10.31,Yes,197,Sunday,No
2035-02-12,C345,Munich,100,8.62,Yes,148,Monday,No
2035-02-13,A123,Hamburg,111,11.7,No,119,Tuesday,No
2035-02-14,B234,Munich,84,9.75,No,199,Wednesday,No
2035-02-15,C345,Munich,98,9.47,No,235,Thursday,No
2035-02-16,A123,Berlin,118,10.83,No,267,Friday,No
2035-02-17,B234,Munich,100,9.8,No,217,Saturday,No
2035-02-18,C345,Berlin,99,9.2,No,110,Sunday,No
2035-02-19,A123,Munich,97,9.64,No,112,Monday,No
2035-02-20,B234,Berlin,95,9.86,No,80,Tuesday,No
2035-02-21,C345,Berlin,103,11.37,Yes,92,Wednesday,No
2035-02-22,A123,Berlin,108,10.22,No,218,Thursday,No
2035-02-23,B234,Hamburg,105,11.14,Yes,114,Friday,No
2035-02-24,C345,Berlin,113,9.52,No,184,Saturday,No
2035-02-25,A123,Munich,104,9.1,Yes,86,Sunday,No
2035-02-26,B234,Munich,88,11.04,No,51,Monday,No
2035-02-27,C345,Berlin,89,9.74,Yes,195,Tuesday,No
2035-02-28,A123,Munich,89,9.88,No,157,Wednesday,No
2035-03-01,B234,Munich,88,11.03,Yes,255,Thursday,No
2035-03-02,C345,Munich,88,9.14,Yes,184,Friday,No
2035-03-03,A123,Hamburg,97,10.36,Yes,231,Saturday,No
2035-03-04,B234,Munich,84,9.86,Yes,256,Sunday,No
2035-03-05,C345,Berlin,88,10.38,No,256,Monday,No
2035-03-06,A123,Hamburg,116,10.72,No,215,Tuesday,No
2035-03-07,B234,Munich,126,12.03,Yes,215,Wednesday,No
2035-03-08,C345,Munich,98,8.24,No,298,Thursday,No
2035-03-09,A123,Hamburg,97,9.44,No,97,Friday,No
2035-03-10,B234,Hamburg,94,10.12,Yes,281,Saturday,No
2035-03-11,C345,Munich,101,9.83,No,243,Sunday,No
2035-03-12,A123,Berlin,97,9.45,Yes,229,Monday,No
2035-03-13,B234,Munich,108,8.15,No,284,Tuesday,No
2035-03-14,C345,Berlin,103,9.37,Yes,233,Wednesday,No
2035-03-15,A123,Munich,96,10.31,No,299,Thursday,No
2035-03-16,B234,Munich,108,10.87,Yes,91,Friday,No
2035-03-17,C345,Berlin,103,9.89,No,238,Saturday,No
2035-03-18,A123,Munich,96,10.36,Yes,256,Sunday,No
2035-03-19,B234,Hamburg,96,10.0,No,256,Monday,No
2035-03-20,C345,Berlin,83,10.39,No,120,Tuesday,No
2035-03-21,A123,Berlin,87,8.75,No,127,Wednesday,No
2035-03-22,B234,Berlin,95,10.54,No,239,Thursday,No
2035-03-23,C345,Berlin,114,9.43,No,134,Friday,No
2035-03-24,A123,Hamburg,114,9.49,No,157,Saturday,No
2035-03-25,B234,Hamburg,104,9.92,No,69,Sunday,No
2035-03-26,C345,Hamburg,78,9.81,No,123,Monday,No
2035-03-27,A123,Munich,92,9.39,Yes,147,Tuesday,No
2035-03-28,B234,Berlin,89,11.11,No,145,Wednesday,No
2035-03-29,C345,Berlin,118,10.26,No,282,Thursday,No
2035-03-30,A123,Hamburg,99,9.44,No,75,Friday,No
2035-03-31,B234,Berlin,112,9.55,Yes,294,Saturday,No
2035-04-01,C345,Hamburg,103,10.03,No,262,Sunday,No
2035-04-02,A123,Hamburg,97,9.61,No,123,Monday,No
2035-04-03,B234,Munich,101,9.14,Yes,205,Tuesday,No
2035-04-04,C345,Berlin,109,10.06,No,163,Wednesday,No
2035-04-05,A123,Munich,110,9.96,No,65,Thursday,No
2035-04-06,B234,Munich,91,9.85,No,234,Friday,No
2035-04-07,C345,Munich,116,11.37,No,137,Saturday,No
2035-04-08,A123,Hamburg,99,9.97,No,99,Sunday,No
2035-04-09,B234,Munich,96,9.08,No,76,Monday,No
2035-04-10,C345,Munich,109,10.45,No,90,Tuesday,No
2035-04-11,A123,Hamburg,79,8.77,Yes,206,Wednesday,No
2035-04-12,B234,Munich,117,11.33,Yes,228,Thursday,No
2035-04-13,C345,Munich,118,9.77,No,269,Friday,No
2035-04-14,A123,Munich,114,9.28,Yes,113,Saturday,No
2035-04-15,B234,Berlin,95,9.69,No,102,Sunday,No
2035-04-16,C345,Hamburg,105,10.39,Yes,229,Monday,No
2035-04-17,A123,Hamburg,76,7.81,Yes,133,Tuesday,No
2035-04-18,B234,Berlin,109,9.88,No,136,Wednesday,No
2035-04-19,C345,Munich,101,10.42,No,231,Thursday,No
2035-04-20,A123,Munich,98,11.29,No,113,Friday,No
2035-04-21,B234,Munich,114,8.57,No,73,Saturday,No
2035-04-22,C345,Hamburg,103,8.01,No,51,Sunday,No
2035-04-23,A123,Berlin,98,9.76,No,80,Monday,No
2035-04-24,B234,Hamburg,104,10.4,Yes,84,Tuesday,No
2035-04-25,C345,Hamburg,91,9.37,No,87,Wednesday,No
2035-04-26,A123,Hamburg,97,9.97,Yes,180,Thursday,No
2035-04-27,B234,Hamburg,118,10.24,No,61,Friday,No
2035-04-28,C345,Hamburg,115,10.77,No,82,Saturday,No
2035-04-29,A123,Hamburg,106,10.84,Yes,81,Sunday,No
2035-04-30,B234,Berlin,103,8.95,No,297,Monday,No
2035-05-01,C345,Berlin,87,9.3,No,295,Tuesday,No
2035-05-02,A123,Munich,104,8.52,No,222,Wednesday,No
2035-05-03,B234,Munich,96,11.28,No,170,Thursday,No
2035-05-04,C345,Hamburg,107,9.23,Yes,150,Friday,No
2035-05-05,A123,Hamburg,99,9.69,Yes,288,Saturday,No
2035-05-06,B234,Munich,107,9.43,No,124,Sunday,No
2035-05-07,C345,Hamburg,97,11.01,No,276,Monday,No
2035-05-08,A123,Hamburg,116,9.06,Yes,292,Tuesday,No
2035-05-09,B234,Hamburg,126,11.51,No,267,Wednesday,No
2035-05-10,C345,Munich,86,8.53,No,55,Thursday,No
2035-05-11,A123,Berlin,112,8.25,Yes,292,Friday,No
2035-05-12,B234,Berlin,108,9.29,Yes,98,Saturday,No
2035-05-13,C345,Berlin,101,12.05,No,142,Sunday,No
2035-05-14,A123,Berlin,90,8.09,No,147,Monday,No
2035-05-15,B234,Hamburg,98,10.4,Yes,248,Tuesday,No
2035-05-16,C345,Munich,111,9.95,Yes,237,Wednesday,No
2035-05-17,A123,Munich,101,10.02,No,156,Thursday,No
2035-05-18,B234,Munich,102,11.78,No,180,Friday,No
2035-05-19,C345,Berlin,93,9.41,Yes,296,Saturday,No
2035-05-20,A123,Berlin,119,10.44,Yes,252,Sunday,No
2035-05-21,B234,Berlin,106,10.01,No,216,Monday,No
2035-05-22,C345,Munich,106,9.48,No,255,Tuesday,No
2035-05-23,A123,Berlin,105,9.36,No,233,Wednesday,No
2035-05-24,B234,Berlin,113,10.31,Yes,143,Thursday,No
2035-05-25,C345,Berlin,110,9.63,No,181,Friday,No
2035-05-26,A123,Munich,103,9.65,Yes,218,Saturday,No
2035-05-27,B234,Hamburg,86,9.0,Yes,104,Sunday,No
2035-05-28,C345,Berlin,100,9.36,Yes,153,Monday,No
2035-05-29,A123,Munich,110,10.5,No,283,Tuesday,No
2035-05-30,B234,Berlin,109,9.46,No,202,Wednesday,No
2035-05-31,C345,Munich,102,10.51,Yes,158,Thursday,No
2035-06-01,A123,Hamburg,95,10.8,No,158,Friday,No
2035-06-02,B234,Hamburg,108,10.59,No,250,Saturday,No
2035-06-03,C345,Munich,97,11.16,Yes,96,Sunday,No
2035-06-04,A123,Berlin,109,10.99,No,72,Monday,No
2035-06-05,B234,Berlin,93,10.89,No,70,Tuesday,No
2035-06-06,C345,Berlin,100,9.74,No,248,Wednesday,No
2035-06-07,A123,Berlin,98,7.88,No,248,Thursday,No
2035-06-08,B234,Berlin,91,8.71,No,88,Friday,No
2035-06-09,C345,Munich,101,9.82,No,256,Saturday,No
2035-06-10,A123,Hamburg,110,10.45,Yes,127,Sunday,No
2035-06-11,B234,Munich,97,10.98,No,200,Monday,No
2035-06-12,C345,Berlin,89,9.35,No,203,Tuesday,No
2035-06-13,A123,Berlin,89,10.69,Yes,99,Wednesday,No
2035-06-14,B234,Munich,101,10.03,No,174,Thursday,No
2035-06-15,C345,Berlin,86,10.18,No,163,Friday,No
2035-06-16,A123,Hamburg,85,10.59,Yes,299,Saturday,No
2035-06-17,B234,Munich,92,10.9,Yes,55,Sunday,No
2035-06-18,C345,Berlin,82,9.33,No,247,Monday,No
2035-06-19,A123,Berlin,115,9.65,No,236,Tuesday,No
2035-06-20,B234,Hamburg,109,11.82,No,87,Wednesday,No
2035-06-21,C345,Munich,102,8.23,No,201,Thursday,No
2035-06-22,A123,Munich,95,11.42,No,174,Friday,No
2035-06-23,B234,Hamburg,94,9.46,No,111,Saturday,No
2035-06-24,C345,Hamburg,96,10.31,No,189,Sunday,No
2035-06-25,A123,Munich,89,11.01,No,268,Monday,No
2035-06-26,B234,Munich,114,11.87,No,92,Tuesday,No
2035-06-27,C345,Munich,98,9.88,No,86,Wednesday,No
2035-06-28,A123,Hamburg,84,11.91,No,273,Thursday,No
2035-06-29,B234,Hamburg,87,8.78,No,181,Friday,No
2035-06-30,C345,Hamburg,113,8.68,No,241,Saturday,No
2035-07-01,A123,Hamburg,107,10.06,No,80,Sunday,No
2035-07-02,B234,Munich,108,8.52,No,176,Monday,No
2035-07-03,C345,Hamburg,98,9.37,Yes,292,Tuesday,No
2035-07-04,A123,Hamburg,92,9.37,No,64,Wednesday,No
2035-07-05,B234,Munich,95,10.51,No,295,Thursday,No
2035-07-06,C345,Hamburg,101,10.18,No,219,Friday,No
2035-07-07,A123,Berlin,104,9.78,Yes,165,Saturday,No
2035-07-08,B234,Hamburg,94,10.69,Yes,66,Sunday,No
2035-07-09,C345,Hamburg,90,9.76,Yes,80,Monday,No
2035-07-10,A123,Hamburg,95,11.75,No,150,Tuesday,No
2035-07-11,B234,Hamburg,91,10.06,No,274,Wednesday,No
2035-07-12,C345,Hamburg,99,11.46,No,136,Thursday,No
2035-07-13,A123,Hamburg,81,10.27,No,93,Friday,No
2035-07-14,B234,Munich,101,10.54,No,277,Saturday,No
2035-07-15,C345,Hamburg,98,6.87,Yes,78,Sunday,No
2035-07-16,A123,Berlin,101,9.44,No,299,Monday,No
2035-07-17,B234,Berlin,84,10.22,No,95,Tuesday,No
2035-07-18,C345,Berlin,90,9.44,No,198,Wednesday,No
2035-07-19,A123,Munich,108,10.42,Yes,265,Thursday,No
2035-07-20,B234,Munich,91,8.38,No,81,Friday,No
2035-07-21,C345,Munich,98,9.35,No,204,Saturday,No
2035-07-22,A123,Munich,108,8.53,No,239,Sunday,No
2035-07-23,B234,Hamburg,105,9.96,No,64,Monday,No
2035-07-24,C345,Munich,103,10.79,No,182,Tuesday,No
2035-07-25,A123,Munich,107,11.51,No,292,Wednesday,No
2035-07-26,B234,Hamburg,90,11.41,No,69,Thursday,No
2035-07-27,C345,Munich,93,10.84,No,220,Friday,No
2035-07-28,A123,Berlin,117,10.33,No,56,Saturday,No
2035-07-29,B234,Hamburg,101,8.59,Yes,275,Sunday,No
2035-07-30,C345,Munich,95,11.96,No,232,Monday,No
2035-07-31,A123,Munich,87,10.73,No,246,Tuesday,No
2035-08-01,B234,Berlin,109,10.25,Yes,78,Wednesday,No
2035-08-02,C345,Berlin,107,10.17,No,53,Thursday,No
2035-08-03,A123,Hamburg,97,11.3,Yes,172,Friday,No
2035-08-04,B234,Berlin,88,8.8,No,84,Saturday,No
2035-08-05,C345,Berlin,91,9.6,No,80,Sunday,No
2035-08-06,A123,Berlin,105,7.76,No,261,Monday,No
2035-08-07,B234,Munich,78,8.8,No,193,Tuesday,No
2035-08-08,C345,Berlin,97,11.88,Yes,76,Wednesday,No
2035-08-09,A123,Berlin,105,10.16,Yes,120,Thursday,No
2035-08-10,B234,Hamburg,104,9.16,Yes,221,Friday,No
2035-08-11,C345,Hamburg,93,10.04,Yes,249,Saturday,No
2035-08-12,A123,Hamburg,107,11.02,No,297,Sunday,No
2035-08-13,B234,Munich,125,10.16,Yes,277,Monday,No
2035-08-14,C345,Munich,106,10.84,No,119,Tuesday,No
2035-08-15,A123,Hamburg,100,8.78,Yes,267,Wednesday,No
2035-08-16,B234,Munich,93,11.12,No,224,Thursday,No
2035-08-17,C345,Munich,100,11.81,Yes,240,Friday,No
2035-08-18,A123,Hamburg,101,8.61,No,108,Saturday,No
2035-08-19,B234,Munich,103,10.66,No,245,Sunday,No
2035-08-20,C345,Munich,109,10.9,No,220,Monday,No
2035-08-21,A123,Berlin,86,10.42,No,261,Tuesday,No
2035-08-22,B234,Berlin,106,10.14,Yes,120,Wednesday,No
2035-08-23,C345,Berlin,95,8.73,No,153,Thursday,No
2035-08-24,A123,Hamburg,95,9.71,No,89,Friday,No
2035-08-25,B234,Munich,91,10.14,Yes,69,Saturday,No
2035-08-26,C345,Hamburg,98,12.53,No,129,Sunday,No
2035-08-27,A123,Berlin,100,8.81,No,296,Monday,No
2035-08-28,B234,Munich,102,11.21,Yes,72,Tuesday,No
2035-08-29,C345,Berlin,105,10.57,Yes,219,Wednesday,No
2035-08-30,A123,Munich,92,8.15,No,270,Thursday,No
2035-08-31,B234,Munich,110,10.73,Yes,168,Friday,No
2035-09-01,C345,Munich,89,9.71,No,160,Saturday,No
2035-09-02,A123,Berlin,108,11.25,No,174,Sunday,No
2035-09-03,B234,Munich,121,9.94,No,50,Monday,No
2035-09-04,C345,Munich,92,11.03,Yes,187,Tuesday,No
2035-09-05,A123,Berlin,90,8.96,No,276,Wednesday,No
2035-09-06,B234,Munich,111,10.23,Yes,113,Thursday,No
2035-09-07,C345,Munich,85,10.29,No,222,Friday,No
2035-09-08,A123,Berlin,104,9.34,Yes,123,Saturday,No
2035-09-09,B234,Munich,112,9.77,No,91,Sunday,No
2035-09-10,C345,Berlin,113,9.64,No,299,Monday,No
2035-09-11,A123,Munich,88,11.02,No,256,Tuesday,No
2035-09-12,B234,Munich,90,9.8,No,127,Wednesday,No
2035-09-13,C345,Munich,106,10.04,Yes,136,Thursday,No
2035-09-14,A123,Hamburg,117,11.11,No,106,Friday,No
2035-09-15,B234,Berlin,96,10.53,Yes,266,Saturday,No
2035-09-16,C345,Munich,112,10.17,No,231,Sunday,No
2035-09-17,A123,Munich,104,9.06,Yes,141,Monday,No
2035-09-18,B234,Berlin,98,9.95,No,192,Tuesday,No
2035-09-19,C345,Munich,109,10.53,Yes,65,Wednesday,No
2035-09-20,A123,Berlin,110,11.73,No,208,Thursday,No
2035-09-21,B234,Hamburg,90,7.7,No,114,Friday,No
2035-09-22,C345,Berlin,102,9.61,No,217,Saturday,No
2035-09-23,A123,Munich,107,9.45,Yes,214,Sunday,No
2035-09-24,B234,Berlin,103,9.23,No,87,Monday,No
2035-09-25,C345,Hamburg,84,8.28,Yes,240,Tuesday,No
2035-09-26,A123,Munich,93,10.92,No,168,Wednesday,No
2035-09-27,B234,Hamburg,121,10.71,Yes,55,Thursday,No
2035-09-28,C345,Munich,118,10.64,Yes,226,Friday,No
2035-09-29,A123,Berlin,99,9.77,Yes,193,Saturday,No
2035-09-30,B234,Berlin,101,9.47,Yes,162,Sunday,No
2035-10-01,C345,Berlin,104,9.04,Yes,92,Monday,No
2035-10-02,A123,Berlin,107,10.41,No,280,Tuesday,No
2035-10-03,B234,Hamburg,99,9.14,No,222,Wednesday,No
2035-10-04,C345,Berlin,102,10.69,Yes,268,Thursday,No
2035-10-05,A123,Berlin,101,8.93,No,202,Friday,No
2035-10-06,B234,Hamburg,83,11.53,No,115,Saturday,No
2035-10-07,C345,Munich,100,9.9,No,229,Sunday,No
2035-10-08,A123,Munich,106,9.56,No,197,Monday,No
2035-10-09,B234,Berlin,99,9.48,Yes,168,Tuesday,No
2035-10-10,C345,Hamburg,106,11.2,No,107,Wednesday,No
2035-10-11,A123,Hamburg,113,10.41,No,69,Thursday,No
2035-10-12,B234,Berlin,102,12.04,No,114,Friday,No
2035-10-13,C345,Berlin,111,11.09,Yes,80,Saturday,No
2035-10-14,A123,Berlin,107,9.14,No,217,Sunday,No
2035-10-15,B234,Munich,88,9.91,No,175,Monday,No
2035-10-16,C345,Berlin,95,10.16,No,72,Tuesday,No
2035-10-17,A123,Berlin,86,10.19,Yes,77,Wednesday,No
2035-10-18,B234,Berlin,108,11.34,Yes,105,Thursday,No
2035-10-19,C345,Munich,100,9.68,No,219,Friday,No
2035-10-20,A123,Munich,96,9.15,Yes,126,Saturday,No
2035-10-21,B234,Hamburg,90,10.64,No,69,Sunday,No
2035-10-22,C345,Hamburg,111,10.51,No,224,Monday,No
2035-10-23,A123,Hamburg,107,9.41,No,279,Tuesday,No
2035-10-24,B234,Munich,83,8.2,No,112,Wednesday,No
2035-10-25,C345,Hamburg,91,12.01,Yes,154,Thursday,No
2035-10-26,A123,Hamburg,101,11.41,No,111,Friday,No
2035-10-27,B234,Berlin,99,9.16,Yes,203,Saturday,No
2035-10-28,C345,Berlin,71,9.86,No,179,Sunday,No
2035-10-29,A123,Berlin,115,9.97,No,84,Monday,No
2035-10-30,B234,Munich,111,10.61,Yes,184,Tuesday,No
2035-10-31,C345,Munich,99,9.72,No,51,Wednesday,No
2035-11-01,A123,Berlin,92,9.59,No,54,Thursday,No
2035-11-02,B234,Berlin,100,9.88,No,286,Friday,No
2035-11-03,C345,Hamburg,111,9.07,No,286,Saturday,No
2035-11-04,A123,Berlin,113,10.95,Yes,245,Sunday,No
2035-11-05,B234,Berlin,114,10.62,Yes,202,Monday,No
2035-11-06,C345,Hamburg,105,9.01,No,265,Tuesday,No
2035-11-07,A123,Berlin,108,10.34,No,128,Wednesday,No
2035-11-08,B234,Berlin,88,9.36,No,52,Thursday,No
2035-11-09,C345,Berlin,88,10.14,Yes,57,Friday,No
2035-11-10,A123,Munich,86,8.0,Yes,82,Saturday,No
2035-11-11,B234,Munich,92,9.76,No,231,Sunday,No
2035-11-12,C345,Berlin,93,11.31,Yes,222,Monday,No
2035-11-13,A123,Munich,86,8.93,No,141,Tuesday,No
2035-11-14,B234,Hamburg,97,9.64,Yes,231,Wednesday,No
2035-11-15,C345,Munich,95,11.26,No,192,Thursday,No
2035-11-16,A123,Hamburg,99,11.71,No,174,Friday,No
2035-11-17,B234,Hamburg,109,10.77,No,208,Saturday,No
2035-11-18,C345,Berlin,100,11.56,No,187,Sunday,No
2035-11-19,A123,Hamburg,107,11.17,Yes,174,Monday,No
2035-11-20,B234,Munich,105,8.29,No,159,Tuesday,No
2035-11-21,C345,Berlin,103,10.56,Yes,158,Wednesday,No
2035-11-22,A123,Berlin,104,10.24,No,285,Thursday,No
2035-11-23,B234,Munich,113,8.97,No,243,Friday,No
2035-11-24,C345,Hamburg,113,8.3,No,224,Saturday,No
2035-11-25,A123,Munich,106,10.83,Yes,276,Sunday,No
2035-11-26,B234,Berlin,108,9.88,No,117,Monday,No
2035-11-27,C345,Hamburg,92,10.14,Yes,264,Tuesday,No
2035-11-28,A123,Hamburg,101,10.63,No,293,Wednesday,No
2035-11-29,B234,Hamburg,110,11.71,Yes,103,Thursday,No
2035-11-30,C345,Berlin,103,9.36,Yes,156,Friday,No
2035-12-01,A123,Munich,111,9.64,No,257,Saturday,No
2035-12-02,B234,Hamburg,92,9.68,No,249,Sunday,No
2035-12-03,C345,Berlin,90,9.34,Yes,230,Monday,No
2035-12-04,A123,Hamburg,102,11.85,No,285,Tuesday,No
2035-12-05,B234,Munich,94,10.98,No,288,Wednesday,No
2035-12-06,C345,Berlin,94,10.65,No,54,Thursday,No
2035-12-07,A123,Munich,96,10.58,No,146,Friday,No
2035-12-08,B234,Munich,104,9.9,Yes,217,Saturday,No
2035-12-09,C345,Hamburg,122,7.69,Yes,206,Sunday,No
2035-12-10,A123,Berlin,106,12.16,No,89,Monday,No
2035-12-11,B234,Hamburg,105,9.7,No,264,Tuesday,No
2035-12-12,C345,Munich,102,10.87,No,95,Wednesday,No
2035-12-13,A123,Munich,98,11.03,Yes,59,Thursday,No
2035-12-14,B234,Munich,108,9.88,Yes,89,Friday,No
2035-12-15,C345,Hamburg,96,12.16,No,55,Saturday,No
2035-12-16,A123,Munich,84,11.12,No,181,Sunday,No
2035-12-17,B234,Munich,94,9.32,No,186,Monday,No
2035-12-18,C345,Hamburg,100,10.94,No,68,Tuesday,No
2035-12-19,A123,Hamburg,108,11.21,No,176,Wednesday,No
2035-12-20,B234,Munich,100,10.01,Yes,192,Thursday,No
2035-12-21,C345,Munich,102,10.69,No,58,Friday,No
2035-12-22,A123,Berlin,113,9.85,No,160,Saturday,No
2035-12-23,B234,Munich,105,9.57,No,174,Sunday,No
2035-12-24,C345,Hamburg,110,10.17,No,84,Monday,No
2035-12-25,A123,Munich,100,10.18,No,250,Tuesday,No
2035-12-26,B234,Berlin,109,9.79,No,116,Wednesday,No
2035-12-27,C345,Berlin,116,7.94,No,86,Thursday,No
2035-12-28,A123,Munich,115,11.6,No,60,Friday,No
2035-12-29,B234,Berlin,98,11.33,No,225,Saturday,No
2035-12-30,C345,Hamburg,94,9.2,No,109,Sunday,No
2035-12-31,A123,Berlin,98,9.73,No,273,Monday,No
2036-01-01,B234,Berlin,100,9.04,Yes,252,Tuesday,No
2036-01-02,C345,Berlin,100,8.46,No,223,Wednesday,No
2036-01-03,A123,Berlin,116,9.0,No,118,Thursday,No
2036-01-04,B234,Hamburg,111,10.14,No,111,Friday,No
2036-01-05,C345,Berlin,91,10.41,No,221,Saturday,No
2036-01-06,A123,Berlin,84,9.07,No,66,Sunday,No
2036-01-07,B234,Berlin,92,9.74,No,125,Monday,No
